image_path,overall_grade,centering,corners,edges,surface
data\raw_slabs\ebay_227266975091.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257416930467.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287200953335.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397554073246.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_298121129430.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287204738931.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117098794492.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_267598256139.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117077555740.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_177979935089.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_318004034404.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_206155159591.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167697520742.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306830374165.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389334084166.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_266269214744.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198187333818.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406770175457.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406614978983.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_256519407112.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198149973624.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_188008708181.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406747583223.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406747682433.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_266262671203.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_177885179172.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327043375604.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157729111352.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327037186369.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117072039686.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117071964963.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389627755894.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277754804669.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358291603113.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287166943410.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287167052949.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406729637944.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117070195587.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_298089679085.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117059694946.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227161743223.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389669588569.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_126622122047.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306568840866.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227238286955.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_116992129168.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_206089583650.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117060162507.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406684901134.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_168174681970.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366152738358.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_266271478049.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167711931947.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287162272240.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406687757614.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257145760862.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_206076971941.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127696033407.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198101820508.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_114801635002.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_298013368095.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336436203626.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389157722158.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397601856018.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227204804449.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167939778869.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406687828517.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257346816459.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117021163338.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117019118783.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287130230204.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406660609412.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_326980819545.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117015609090.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_297974996313.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406627585590.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_197935045152.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157662376859.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397554073255.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397554073254.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_146772656991.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157639879276.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_116962938482.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117002632941.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389466654798.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277675406493.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287113626902.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_285997066367.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397545692654.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_376890484725.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157644437329.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_147121127500.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236560223420.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_286822352197.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_187838659318.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167711932013.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157630943679.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406624798917.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_168098358115.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157626234973.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366132467190.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236560160266.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306705507193.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236560216323.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366115848664.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_187838659321.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317765958639.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_116976065578.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_203874843149.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257294973025.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_147000055636.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_177758845032.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227157951851.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257346816459.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117021163338.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117019118783.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287130230204.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406660609412.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_326980819545.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117015609090.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_297974996313.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406627585590.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_197935045152.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157662376859.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397554073255.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397554073254.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_146772656991.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157639879276.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_116962938482.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117002632941.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389466654798.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277675406493.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287113626902.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_285997066367.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397545692654.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_376890484725.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157644437329.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_147121127500.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236560223420.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_286822352197.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_187838659318.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167711932013.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157630943679.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406624798917.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_168098358115.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157626234973.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366132467190.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277876875967.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_156915321766.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_388713952134.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157807380064.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227215381756.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397394346283.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_297383176870.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157573409396.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_377095629415.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_165938099058.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157801078841.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_206193795773.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406835424391.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366327565953.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_276154381671.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397810986630.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_377074669732.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_267437908878.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317988920703.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127792615417.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_188230961366.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_137179101189.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287233279130.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198234197817.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_276069108208.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198236968140.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_147232466730.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_168231145866.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406773237765.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167573857058.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277858672804.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406437715343.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236706035725.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157732776331.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397794306347.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_178007246172.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127739009525.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_298187225235.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_178002759472.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_385096161032.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366317482996.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327072266954.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277842041960.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389827207715.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366294399202.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_188095218337.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336505944054.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406817899399.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358384746904.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_226881209352.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_276733392350.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277829112074.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277518224116.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358366903386.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_318059171686.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_177965319086.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257432186378.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_318055365215.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_177964525175.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_318068250036.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_188213989325.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336497457863.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_388489229127.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406789352986.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277838211452.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198236959620.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306830388676.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306849263298.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366304514198.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_197654561902.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389082581719.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127770506859.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198226134517.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198210692084.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317988629437.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_147222133098.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317979392831.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389790744939.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_147045583073.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127758414279.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127758373724.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306830356074.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_195801372659.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157772886987.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_188210745338.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_205943236727.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_377060036459.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127763745868.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306680275888.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_376552688639.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_377035284751.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336496773517.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157626392492.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327056535389.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_318000840648.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317982250455.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_377055819576.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277518927120.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_285861014042.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_206149357550.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_177956963091.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389768781735.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127756366202.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_187657395680.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_318004034404.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336433500763.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_376786242223.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_206136113460.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306830374165.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257214313232.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_298131089574.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157770335884.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389737862477.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397722875274.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117062677909.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127615691246.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198187331831.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198187330212.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198187329487.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198187328542.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127746904410.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406770175405.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406770175408.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389571613371.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336466467996.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389474869033.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_168155672824.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389737882573.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389737876674.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_298129538822.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_147047180481.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_177943331099.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_267596551076.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317704808219.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157757206989.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397714208318.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277786133070.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127737489051.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287186582122.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389737843888.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406747680015.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406747623850.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227256421480.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366254731984.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_226212128630.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227248125306.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366104446664.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167929363824.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167649316997.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397583061918.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366252411103.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358271482328.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_298096088778.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_126852079395.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_187711121095.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_267603478342.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127729712438.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167877714038.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117078070218.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366259882015.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317979353158.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157420905836.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327037186369.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227250054246.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_177943877516.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_177903223726.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366240974667.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227242115226.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358295066522.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257359735714.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_226980935886.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_286558860700.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_177911197716.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406729460053.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277762892488.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389709605747.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306792217237.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336453691483.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_376876596222.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127717130224.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157705423348.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_126622122047.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287145934241.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306568840866.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257251905063.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317946695605.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157703068750.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227222441132.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287156763925.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_375844948891.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127706789294.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_116992129168.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_266262765008.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157715929353.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317888277527.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227232119662.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167939793248.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_315604259245.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117060162507.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257052584046.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277876875967.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_325809679534.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397789131559.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336524637761.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406798937608.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227291532896.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257446354385.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336446303798.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117111990549.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227277807943.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_168275529633.webp,7,1.0,1.0,1.0,1.0
